Season_Yr,Visitor_Team,Home_Team,Visitor_Team_PTS,Home_Team_PTS
2014,Real Madrid, Real Sociedad,4,0
2014,Celta Vigo, Rayo Vallecano,0,3
2014,Granada, Malaga,1,4
2014,Getafe, Elche,0,1
2014,Espanyol, FC Sevilla,1,4
2014,Valencia, Valladolid,0,0
2014,Athletic Bilbao, Levante,2,1
2014,Valladolid, Osasuna,0,0
2014,Real Sociedad, Celta Vigo,2,2
2014,Levante, Villarreal,0,1
2014,FC Barcelona, Granada,0,1
2014,Almeria, Real Madrid,0,4
2014,FC Sevilla, Real Betis,2,0
2014,Elche, Valencia,1,2
2014,Atletico Madrid, Getafe,2,0
2014,Rayo Vallecano, Espanyol,2,2
2014,Malaga, Athletic Bilbao,0,3
2014,Elche, Atletico Madrid,0,2
2014,Valencia, Osasuna,1,1
2014,Getafe, Levante,0,0
2014,Espanyol, Real Sociedad,1,2
2014,Celta Vigo, Almeria,4,2
2014,Real Betis, Rayo Vallecano,1,3
2014,Granada, FC Sevilla,0,4
2014,Athletic Bilbao, FC Barcelona,1,2
2014,Villarreal, Malaga,0,2
2014,Levante, Elche,1,1
2014,Rayo Vallecano, Granada,3,0
2014,Malaga, Getafe,0,1
2014,Osasuna, Real Madrid,0,4
2014,Real Sociedad, Real Betis,1,0
2014,Almeria, Espanyol,2,1
2014,Atletico Madrid, Valencia,1,0
2014,FC Sevilla, Athletic Bilbao,1,3
2014,FC Barcelona, Villarreal,3,2
2014,Valladolid, Celta Vigo,1,4
2014,Athletic Bilbao, Rayo Vallecano,3,0
2014,Getafe, FC Barcelona,2,2
2014,Elche, Malaga,1,0
2014,Celta Vigo, Osasuna,2,0
2014,Espanyol, Valladolid,0,1
2014,Real Betis, Almeria,2,3
2014,Atletico Madrid, Levante,0,2
2014,Villarreal, FC Sevilla,0,0
2014,Valencia, Real Madrid,2,2
2014,Granada, Real Sociedad,1,1
2014,Real Madrid, Valladolid,1,1
2014,Rayo Vallecano, Villarreal,0,4
2014,Valencia, Levante,0,2
2014,Real Sociedad, Athletic Bilbao,1,1
2014,Malaga, Atletico Madrid,1,1
2014,FC Sevilla, Getafe,0,1
2014,Real Madrid, Celta Vigo,0,2
2014,Osasuna, Espanyol,1,1
2014,Valladolid, Real Betis,3,4
2014,Almeria, Granada,2,0
2014,FC Barcelona, Elche,0,0
2014,Levante, Malaga,0,1
2014,Espanyol, Real Madrid,1,3
2014,Atletico Madrid, FC Barcelona,1,1
2014,Celta Vigo, Valencia,1,2
2014,Villarreal, Real Sociedad,2,1
2014,Real Betis, Osasuna,1,2
2014,Granada, Valladolid,1,0
2014,Athletic Bilbao, Almeria,0,0
2014,Getafe, Rayo Vallecano,2,1
2014,Elche, FC Sevilla,1,3
2013,Parma, Juventus,0,2
2013,Udinese, Fiorentina,1,2
2013,Inter Milan, Pescara,3,0
2013,Catania, AS Roma,2,2
2013,Napoli, Palermo,3,0
2013,Cagliari, Genoa,0,2
2013,Bologna, Chievo Verona,0,2
2013,Lazio Roma, Atalanta,1,0
2013,Sampdoria, AC Milan,1,0
2013,Torino, Siena,0,0
2013,Pescara, Torino,0,3
2013,AC Milan, Bologna,3,1
2013,Juventus, Udinese,4,1
2013,Fiorentina, Napoli,1,2
2013,Siena, Sampdoria,1,2
2013,Chievo Verona, Parma,0,2
2013,Palermo, Lazio Roma,0,3
2013,AS Roma, Inter Milan,3,1
2013,Atalanta, Cagliari,1,1
2013,Genoa, Catania,2,3
2013,Cagliari, Palermo,1,1
2013,Atalanta, AC Milan,1,0
2013,Inter Milan, Torino,2,0
2013,Udinese, Siena,2,2
2013,Bologna, AS Roma,3,2
2013,Sampdoria, Pescara,3,2
2013,Lazio Roma, Chievo Verona,3,1
2013,Catania, Fiorentina,0,2
2013,Juventus, Genoa,3,1
2013,Parma, Napoli,1,3
2013,Chievo Verona, Juventus,0,2
2013,Fiorentina, Parma,1,1
2013,AC Milan, Udinese,1,2
2013,Torino, Sampdoria,1,1
2013,Siena, Inter Milan,2,0
2013,Napoli, Catania,0,0
2013,AS Roma, Cagliari,3,0
2013,Pescara, Bologna,1,1
2013,Palermo, Atalanta,0,1
2013,Genoa, Lazio Roma,1,0
2013,Juventus, Fiorentina,0,0
2013,Palermo, Pescara,0,1
2013,Lazio Roma, Napoli,0,3
2013,Udinese, Torino,0,0
2013,Sampdoria, AS Roma,1,1
2013,Atalanta, Catania,1,2
2013,Parma, Genoa,1,1
2013,Inter Milan, Chievo Verona,2,0
2013,Cagliari, AC Milan,0,2
2013,Bologna, Siena,0,1
2013,AS Roma, Juventus,1,4
2013,AC Milan, Parma,1,1
2013,Napoli, Sampdoria,1,0
2013,Chievo Verona, Palermo,1,4
2013,Siena, Lazio Roma,1,2
2013,Pescara, Cagliari,2,1
2013,Genoa, Udinese,0,0
2013,Catania, Bologna,0,4
2013,Torino, Atalanta,5,1
2013,Fiorentina, Inter Milan,1,2
2013,Palermo, Genoa,1,1
2013,Sampdoria, Chievo Verona,1,2
2013,Bologna, Fiorentina,0,1
2013,Inter Milan, AC Milan,1,0
2013,Udinese, Napoli,1,2
2013,Lazio Roma, Pescara,3,0
2013,Atalanta, AS Roma,0,2
2013,Juventus, Siena,2,1
2013,Cagliari, Torino,1,0
2013,Parma, Catania,0,2
2013,Napoli, Juventus,0,2
2013,AC Milan, Lazio Roma,2,3
2013,Sampdoria, Parma,1,2
2013,Pescara, Udinese,0,1
2013,Torino, Palermo,0,0
2013,AS Roma, Genoa,4,2
2013,Fiorentina, Chievo Verona,1,1
2013,Siena, Atalanta,1,2
2013,Bologna, Cagliari,0,1
2013,Catania, Inter Milan,0,2
2013,Palermo, Siena,0,0
2013,Genoa, AC Milan,0,1
2013,Chievo Verona, Napoli,0,1
2013,Parma, Torino,3,1
2013,Cagliari, Sampdoria,1,0
2013,Atalanta, Pescara,0,0
2013,Lazio Roma, Fiorentina,0,2
2013,Juventus, Catania,1,0
2013,Inter Milan, Bologna,3,1
2013,Udinese, AS Roma,3,2
2013,AC Milan, Palermo,2,2
2013,Bologna, Juventus,1,2
2013,Sampdoria, Inter Milan,2,3
2013,Catania, Udinese,2,2
2013,AS Roma, Parma,2,3
2013,Napoli, Atalanta,0,1
2013,Pescara, Chievo Verona,0,2
2013,Siena, Cagliari,2,4
2013,Torino, Lazio Roma,1,1
2013,Fiorentina, Genoa,1,0
2013,Inter Milan, Juventus,3,1
2013,Chievo Verona, AC Milan,1,5
2013,Genoa, Siena,0,1
2013,Lazio Roma, Catania,0,4
2013,Torino, Napoli,1,1
2013,Parma, Pescara,0,2
2013,Palermo, AS Roma,1,4
2013,Atalanta, Sampdoria,2,1
2013,Udinese, Bologna,1,1
2013,Cagliari, Fiorentina,1,4
2013,Juventus, Pescara,6,1
2013,Catania, Cagliari,0,0
2013,Udinese, Chievo Verona,2,2
2013,Napoli, Genoa,4,2
2013,AS Roma, Lazio Roma,2,3
2013,Fiorentina, AC Milan,3,1
2013,Sampdoria, Palermo,0,2
2013,Siena, Parma,0,0
2013,Bologna, Torino,0,1
2013,Inter Milan, Atalanta,2,3
2013,Lazio Roma, Juventus,0,0
2013,AC Milan, Napoli,2,2
2013,Parma, Udinese,2,2
2013,Pescara, Siena,0,1
2013,Genoa, Sampdoria,1,3
2013,Atalanta, Fiorentina,1,4
2013,Palermo, Bologna,0,3
2013,Chievo Verona, Catania,1,2
2013,Cagliari, Inter Milan,2,2
2013,Torino, AS Roma,0,2
2013,Catania, Palermo,1,3
2013,Fiorentina, Torino,2,2
2013,Bologna, Sampdoria,0,1
2013,AS Roma, Pescara,1,0
2013,Juventus, AC Milan,0,1
2013,Siena, Chievo Verona,0,0
2013,Genoa, Atalanta,1,0
2013,Napoli, Cagliari,1,0
2013,Inter Milan, Parma,0,1
2013,Udinese, Lazio Roma,0,3
2013,AC Milan, Catania,3,1
2013,Torino, Juventus,0,3
2013,Cagliari, Udinese,1,4
2013,AS Roma, Siena,3,1
2013,Pescara, Napoli,1,5
2013,Parma, Lazio Roma,1,2
2013,Sampdoria, Fiorentina,2,2
2013,Chievo Verona, Genoa,4,2
2013,Atalanta, Bologna,1,2
2013,Palermo, Inter Milan,0,1
2013,Fiorentina, AS Roma,2,4
2013,Parma, Atalanta,1,2
2013,AC Milan, Torino,4,2
2013,Catania, Siena,3,1
2013,Juventus, Palermo,1,0
2013,Napoli, Inter Milan,1,2
2013,Chievo Verona, Cagliari,2,0
2013,Genoa, Pescara,0,2
2013,Udinese, Sampdoria,2,0
2013,Lazio Roma, Bologna,0,0
2013,Palermo, Udinese,1,1
2013,Inter Milan, Lazio Roma,0,1
2013,Bologna, Napoli,3,2
2013,Pescara, AC Milan,1,4
2013,Torino, Genoa,1,1
2013,Siena, Fiorentina,1,4
2013,AS Roma, Chievo Verona,0,1
2013,Sampdoria, Catania,1,3
2013,Cagliari, Parma,1,4
2013,Atalanta, Juventus,0,3
2013,Juventus, Cagliari,3,1
2013,Catania, Pescara,1,2
2013,AC Milan, AS Roma,2,4
2013,Chievo Verona, Torino,0,2
2013,Lazio Roma, Sampdoria,1,0
2013,Fiorentina, Palermo,3,0
2013,Genoa, Inter Milan,1,1
2013,Parma, Bologna,2,1
2013,Udinese, Atalanta,1,1
2013,Napoli, Siena,2,0
2013,Torino, Catania,0,0
2013,Cagliari, Lazio Roma,1,2
2013,Inter Milan, Udinese,0,3
2013,Atalanta, Chievo Verona,0,1
2013,Pescara, Fiorentina,2,0
2013,Bologna, Genoa,0,2
2013,Sampdoria, Juventus,2,1
2013,Siena, AC Milan,1,2
2013,AS Roma, Napoli,1,4
2013,Palermo, Parma,1,2
2013,Chievo Verona, Bologna,0,4
2013,Pescara, Inter Milan,0,2
2013,Fiorentina, Udinese,1,3
2013,Genoa, Cagliari,1,2
2013,Juventus, Parma,1,1
2013,AC Milan, Sampdoria,0,0
2013,Palermo, Napoli,0,3
2013,AS Roma, Catania,0,1
2013,Siena, Torino,2,3
2013,Atalanta, Lazio Roma,0,2
2013,Lazio Roma, Palermo,2,2
2013,Udinese, Juventus,0,4
2013,Torino, Pescara,2,0
2013,Sampdoria, Siena,0,1
2013,Parma, Chievo Verona,1,1
2013,Napoli, Fiorentina,1,1
2013,Catania, Genoa,2,0
2013,Cagliari, Atalanta,1,1
2013,Bologna, AC Milan,1,2
2013,Inter Milan, AS Roma,1,1
2013,Genoa, Juventus,1,1
2013,Chievo Verona, Lazio Roma,1,0
2013,Pescara, Sampdoria,0,6
2013,Torino, Inter Milan,2,2
2013,Siena, Udinese,0,1
2013,AS Roma, Bologna,3,3
2013,Napoli, Parma,2,1
2013,Fiorentina, Catania,1,2
2013,Palermo, Cagliari,1,1
2013,AC Milan, Atalanta,1,0
2013,Cagliari, AS Roma,4,2
2013,Sampdoria, Torino,0,0
2013,Catania, Napoli,0,2
2013,Inter Milan, Siena,1,3
2013,Udinese, AC Milan,1,2
2013,Parma, Fiorentina,0,2
2013,Juventus, Chievo Verona,2,1
2013,Bologna, Pescara,3,2
2013,Atalanta, Palermo,2,1
2013,Lazio Roma, Genoa,2,3
2013,Napoli, Lazio Roma,1,1
2013,Fiorentina, Juventus,0,2
2013,Pescara, Palermo,1,1
2013,Torino, Udinese,0,1
2013,AS Roma, Sampdoria,1,3
2013,Catania, Atalanta,0,0
2013,Genoa, Parma,0,0
2013,Siena, Bologna,1,1
2013,Chievo Verona, Inter Milan,1,3
2013,AC Milan, Cagliari,1,1
2013,Parma, AC Milan,1,2
2013,Juventus, AS Roma,0,1
2013,Palermo, Chievo Verona,1,1
2013,Sampdoria, Napoli,0,0
2013,Inter Milan, Fiorentina,1,4
2013,Udinese, Genoa,0,1
2013,Cagliari, Pescara,2,0
2013,Bologna, Catania,0,1
2013,Atalanta, Torino,1,2
2013,Lazio Roma, Siena,0,3
2013,Genoa, Palermo,0,0
2013,Siena, Juventus,0,3
2013,AS Roma, Atalanta,3,2
2013,AC Milan, Inter Milan,1,1
2013,Catania, Parma,2,1
2013,Torino, Cagliari,3,4
2013,Chievo Verona, Sampdoria,0,2
2013,Napoli, Udinese,0,0
2013,Pescara, Lazio Roma,0,2
2013,Fiorentina, Bologna,1,2
2013,Juventus, Napoli,1,1
2013,Lazio Roma, AC Milan,0,3
2013,Parma, Sampdoria,0,1
2013,Udinese, Pescara,1,0
2013,Palermo, Torino,0,0
2013,Genoa, AS Roma,1,3
2013,Chievo Verona, Fiorentina,1,2
2013,Atalanta, Siena,2,0
2013,Cagliari, Bologna,0,3
2013,Inter Milan, Catania,3,2
2013,AC Milan, Genoa,2,0
2013,AS Roma, Udinese,1,1
2013,Torino, Parma,1,4
2013,Siena, Palermo,2,1
2013,Sampdoria, Cagliari,1,3
2013,Napoli, Chievo Verona,0,2
2013,Fiorentina, Lazio Roma,2,0
2013,Catania, Juventus,0,1
2013,Bologna, Inter Milan,1,0
2013,Pescara, Atalanta,1,2
2013,Udinese, Catania,1,3
2013,Juventus, Bologna,2,0
2013,Lazio Roma, Torino,0,1
2013,Parma, AS Roma,0,2
2013,Palermo, AC Milan,0,2
2013,Genoa, Fiorentina,2,3
2013,Chievo Verona, Pescara,2,0
2013,Cagliari, Siena,0,0
2013,Atalanta, Napoli,2,3
2013,AC Milan, Chievo Verona,1,0
2013,Sampdoria, Atalanta,0,0
2013,AS Roma, Palermo,0,2
2013,Napoli, Torino,5,3
2013,Siena, Genoa,2,2
2013,Juventus, Inter Milan,2,1
2013,Fiorentina, Cagliari,1,2
2013,Catania, Lazio Roma,1,2
2013,Bologna, Udinese,0,0
2013,Pescara, Parma,0,3
2013,Inter Milan, Sampdoria,2,0
2013,Torino, Bologna,2,2
2013,Pescara, Juventus,1,2
2013,AC Milan, Fiorentina,2,2
2013,Parma, Siena,0,0
2013,Palermo, Sampdoria,3,1
2013,Genoa, Napoli,0,2
2013,Chievo Verona, Udinese,1,3
2013,Atalanta, Inter Milan,4,3
2013,Cagliari, Catania,0,0
2013,Lazio Roma, AS Roma,1,1
2013,Siena, Pescara,3,2
2013,Fiorentina, Atalanta,2,0
2013,AS Roma, Torino,2,1
2013,Udinese, Parma,3,0
2013,Sampdoria, Genoa,1,1
2013,Inter Milan, Cagliari,0,2
2013,Bologna, Palermo,1,1
2013,Napoli, AC Milan,1,1
2013,Catania, Chievo Verona,0,0
2013,Juventus, Lazio Roma,2,0
2013,Atalanta, Genoa,1,1
2013,Lazio Roma, Udinese,0,1
2013,AC Milan, Juventus,0,1
2013,Torino, Fiorentina,3,4
2013,Sampdoria, Bologna,1,1
2013,Pescara, AS Roma,1,1
2013,Palermo, Catania,1,1
2013,Chievo Verona, Siena,1,0
2013,Cagliari, Napoli,2,3
2013,Parma, Inter Milan,0,1
2013,Bologna, Atalanta,1,1
2013,Udinese, Cagliari,1,0
2013,Napoli, Pescara,3,0
2013,Lazio Roma, Parma,0,0
2013,Siena, AS Roma,0,4
2013,Catania, AC Milan,2,4
2013,Inter Milan, Palermo,0,1
2013,Fiorentina, Sampdoria,3,0
2013,Genoa, Chievo Verona,1,0
2013,Juventus, Torino,2,0
2013,AS Roma, Fiorentina,1,0
2013,Cagliari, Chievo Verona,0,0
2013,Torino, AC Milan,0,1
2013,Siena, Catania,0,3
2013,Sampdoria, Udinese,1,3
2013,Palermo, Juventus,0,1
2013,Inter Milan, Napoli,1,3
2013,Bologna, Lazio Roma,0,6
2013,Atalanta, Parma,0,2
2013,Pescara, Genoa,1,4
2013,Chievo Verona, AS Roma,1,0
2013,Lazio Roma, Inter Milan,3,1
2013,Napoli, Bologna,3,0
2013,Parma, Cagliari,1,0
2013,AC Milan, Pescara,4,0
2013,Genoa, Torino,0,0
2013,Fiorentina, Siena,1,0
2013,Catania, Sampdoria,1,1
2013,Udinese, Palermo,3,2
2013,Juventus, Atalanta,1,0
2013,Cagliari, Juventus,1,1
2013,Pescara, Catania,0,1
2013,AS Roma, AC Milan,0,0
2013,Torino, Chievo Verona,1,1
2013,Sampdoria, Lazio Roma,0,2
2013,Palermo, Fiorentina,0,1
2013,Inter Milan, Genoa,0,0
2013,Bologna, Parma,2,0
2013,Atalanta, Udinese,1,2
2013,Siena, Napoli,1,2
2013,Juventus, Sampdoria,2,3
2013,Udinese, Inter Milan,5,2
2013,Catania, Torino,2,2
2013,Chievo Verona, Atalanta,2,2
2013,Fiorentina, Pescara,5,1
2013,Genoa, Bologna,0,0
2013,Lazio Roma, Cagliari,0,1
2013,AC Milan, Siena,2,1
2013,Napoli, AS Roma,1,2
2013,Parma, Palermo,3,1
2014,AC Milan, Hellas Verona,1,2
2014,Juventus, Sampdoria,1,0
2014,Genoa, Inter Milan,0,2
2014,Bologna, Napoli,0,3
2014,Chievo, Parma,0,0
2014,AS Roma, Livorno,2,0
2014,Udinese, Lazio Roma,1,2
2014,Atalanta, Cagliari,1,2
2014,Sassuolo, Torino,0,2
2014,Catania, Fiorentina,1,2
2014,Napoli, Chievo,4,2
2014,Lazio Roma, Juventus,1,4
2014,Hellas Verona, AS Roma,0,3
2014,Parma, Udinese,1,3
2014,Livorno, Sassuolo,4,1
2014,Cagliari, AC Milan,1,3
2014,Fiorentina, Genoa,5,2
2014,Sampdoria, Bologna,2,2
2014,Torino, Atalanta,0,2
2014,Inter Milan, Catania,3,0
2014,Juventus, Inter Milan,1,1
2014,Atalanta, Napoli,0,2
2014,AC Milan, Torino,2,2
2014,Cagliari, Fiorentina,1,1
2014,Bologna, Udinese,1,1
2014,Chievo, Lazio Roma,0,3
2014,Sassuolo, Hellas Verona,0,2
2014,Catania, Livorno,0,2
2014,Genoa, Sampdoria,3,0
2014,AS Roma, Parma,3,1
2014,Udinese, Chievo,1,2
2014,Sampdoria, Cagliari,2,2
2014,Livorno, Genoa,0,0
2014,Inter Milan, Sassuolo,7,0
2014,Torino, Bologna,2,1
2014,Fiorentina, Atalanta,2,0
2014,Hellas Verona, Juventus,1,2
2014,Lazio Roma, AS Roma,0,2
2014,Parma, Catania,0,0
2014,Napoli, AC Milan,2,1
2014,Genoa, Udinese,0,1
2014,Sassuolo, Napoli,1,1
2014,Atalanta, Parma,3,4
2014,AS Roma, Sampdoria,2,0
2014,Catania, Lazio Roma,1,3
2014,AC Milan, Bologna,3,3
2014,Hellas Verona, Torino,2,2
2014,Juventus, Chievo,2,1
2014,Cagliari, Livorno,1,1
2014,Fiorentina, Inter Milan,1,2
2014,Napoli, Genoa,2,0
2014,Sampdoria, AC Milan,0,1
2014,Juventus, Torino,1,0
2014,Chievo, Catania,0,2
2014,Inter Milan, Cagliari,1,1
2014,Lazio Roma, Sassuolo,2,2
2014,Udinese, Atalanta,0,2
2014,Livorno, Hellas Verona,1,2
2014,Bologna, AS Roma,0,5
2014,Parma, Fiorentina,2,2
2014,Atalanta, Chievo,1,0
2014,AS Roma, Inter Milan,3,0
2014,Sassuolo, Parma,1,3
2014,Torino, Sampdoria,2,2
2014,Livorno, Napoli,0,4
2014,Cagliari, Udinese,0,2
2014,Genoa, Catania,1,1
2014,Hellas Verona, Bologna,4,1
2014,AC Milan, Juventus,2,3
2014,Fiorentina, Lazio Roma,0,0
2014,Napoli, AS Roma,0,2
2014,Catania, Cagliari,1,2
2014,Udinese, AC Milan,0,1
2014,Lazio Roma, Atalanta,1,2
2014,Bologna, Sassuolo,1,2
2014,Parma, Hellas Verona,2,3
2014,Chievo, Genoa,1,2
2014,Juventus, Fiorentina,2,4
2014,Sampdoria, Livorno,2,1
2014,Inter Milan, Torino,3,3
2014,Atalanta, Sampdoria,0,1
2014,Hellas Verona, Inter Milan,2,4
2014,Torino, Napoli,0,2
2014,AS Roma, Udinese,1,0
2014,AC Milan, Parma,2,3
2014,Genoa, Juventus,0,2
2014,Fiorentina, Chievo,2,1
2014,Livorno, Bologna,0,1
2014,Sassuolo, Catania,0,0
2014,Cagliari, Lazio Roma,0,2
2014,Inter Milan, Atalanta,1,1
2014,Torino, Livorno,3,3
2014,Parma, Genoa,0,1
2014,Udinese, Sassuolo,2,1
2014,Lazio Roma, AC Milan,1,1
2014,Sampdoria, Hellas Verona,0,2
2014,Bologna, Cagliari,3,0
2014,Napoli, Fiorentina,2,1
2014,Catania, Juventus,0,4
2014,Chievo, AS Roma,0,1
2014,Juventus, Parma,1,0
2014,Fiorentina, AC Milan,2,0
2014,Catania, Napoli,1,2
2014,Atalanta, Livorno,0,1
2014,Genoa, Lazio Roma,2,0
2014,Inter Milan, Udinese,3,0
2014,Cagliari, Hellas Verona,1,2
2014,Sassuolo, Sampdoria,4,3
2014,AS Roma, Torino,1,1
2014,Chievo, Bologna,0,0
2014,Udinese, Catania,0,1
2014,Livorno, Inter Milan,0,2
2014,Hellas Verona, Genoa,0,2
2014,Sassuolo, AS Roma,1,1
2014,Lazio Roma, Parma,1,1
2014,AC Milan, Chievo,0,0
2014,Bologna, Atalanta,1,2
2014,Torino, Cagliari,1,2
2014,Sampdoria, Fiorentina,1,2
2014,Napoli, Juventus,0,3
2014,Chievo, Hellas Verona,1,0
2014,Genoa, AC Milan,1,1
2014,Parma, Napoli,1,0
2014,Atalanta, Sassuolo,0,2
2014,Fiorentina, Udinese,0,1
2014,Catania, Torino,1,4
2014,Juventus, Livorno,2,0
2014,Lazio Roma, Sampdoria,1,1
2014,Inter Milan, Bologna,1,1
2014,Cagliari, AS Roma,0,0
2014,Bologna, Parma,1,1
2014,Torino, Genoa,1,1
2014,AC Milan, Catania,3,1
2014,Sampdoria, Inter Milan,1,1
2014,Livorno, Chievo,0,3
2014,Sassuolo, Cagliari,2,2
2014,AS Roma, Atalanta,1,1
2014,Udinese, Juventus,0,1
2014,Hellas Verona, Fiorentina,3,4
2014,Napoli, Lazio Roma,4,2
2014,Juventus, Bologna,2,0
2014,AC Milan, Livorno,2,2
2014,Udinese, Napoli,3,3
2014,Fiorentina, AS Roma,1,2
2014,Lazio Roma, Torino,0,1
2014,Chievo, Sassuolo,1,0
2014,Catania, Sampdoria,0,2
2014,Genoa, Cagliari,1,2
2014,Atalanta, Hellas Verona,1,2
2014,Parma, Inter Milan,3,3
2014,Hellas Verona, Catania,0,0
2014,Livorno, Lazio Roma,0,2
2014,Sampdoria, Chievo,1,0
2014,Bologna, Fiorentina,0,3
2014,Atalanta, Genoa,1,1
2014,Torino, Udinese,2,0
2014,Cagliari, Parma,0,0
2014,Sassuolo, Juventus,0,4
2014,Inter Milan, Napoli,2,4
2014,AS Roma, AC Milan,2,2
2014,Udinese, Livorno,2,1
2014,Napoli, Cagliari,1,1
2014,Genoa, Bologna,0,1
2014,Catania, AS Roma,0,4
2014,Parma, Sampdoria,1,1
2014,Chievo, Torino,1,4
2014,Lazio Roma, Hellas Verona,1,4
2014,Fiorentina, Sassuolo,1,0
2014,Juventus, Atalanta,4,1
2014,AC Milan, Inter Milan,0,1
2014,Cagliari, Chievo,0,0
2014,Livorno, Fiorentina,0,1
2014,AS Roma, Juventus,0,3
2014,Sampdoria, Napoli,0,2
2014,Hellas Verona, Udinese,3,1
2014,Atalanta, AC Milan,0,3
2014,Sassuolo, Genoa,0,2
2014,Bologna, Catania,0,2
2014,Torino, Parma,1,3
2014,Inter Milan, Lazio Roma,0,1
2014,Parma, Livorno,3,0
2014,Lazio Roma, Bologna,0,0
2014,Fiorentina, Torino,0,0
2014,Catania, Atalanta,1,2
2014,Juventus, Cagliari,4,1
2014,Napoli, Hellas Verona,3,0
2014,Genoa, AS Roma,0,4
2014,AC Milan, Sassuolo,3,4
2014,Udinese, Sampdoria,0,3
2014,Chievo, Inter Milan,1,1
2014,Livorno, AS Roma,0,3
2014,Sampdoria, Juventus,2,4
2014,Lazio Roma, Udinese,3,2
2014,Fiorentina, Catania,3,0
2014,Torino, Sassuolo,2,0
2014,Napoli, Bologna,2,2
2014,Inter Milan, Genoa,0,1
2014,Cagliari, Atalanta,0,1
2014,Parma, Chievo,2,1
2014,Hellas Verona, AC Milan,0,1
2014,Chievo, Napoli,1,1
2014,Juventus, Lazio Roma,1,1
2014,AS Roma, Hellas Verona,3,1
2014,Atalanta, Torino,0,1
2014,Udinese, Parma,0,1
2014,Sassuolo, Livorno,1,3
2014,AC Milan, Cagliari,2,1
2014,Bologna, Sampdoria,1,1
2014,Catania, Inter Milan,0,0
2014,Genoa, Fiorentina,3,3
2014,Fiorentina, Cagliari,0,1
2014,Udinese, Bologna,2,0
2014,Torino, AC Milan,1,1
2014,Napoli, Atalanta,0,3
2014,Lazio Roma, Chievo,2,0
2014,Hellas Verona, Sassuolo,2,1
2014,Livorno, Catania,3,3
2014,Inter Milan, Juventus,1,3
2014,Sampdoria, Genoa,1,0
2014,Chievo, Udinese,0,3
2014,Atalanta, Fiorentina,0,2
2014,AC Milan, Napoli,1,3
2014,Bologna, Torino,2,1
2014,AS Roma, Lazio Roma,0,0
2014,Juventus, Hellas Verona,2,2
2014,Catania, Parma,0,0
2014,Cagliari, Sampdoria,0,1
2014,Genoa, Livorno,1,0
2014,Sassuolo, Inter Milan,0,1
2014,Bologna, AC Milan,0,1
2014,Inter Milan, Fiorentina,2,1
2014,Lazio Roma, Catania,1,3
2014,Parma, Atalanta,4,0
2014,Udinese, Genoa,3,3
2014,Napoli, Sassuolo,2,0
2014,Livorno, Cagliari,2,1
2014,Chievo, Juventus,1,3
2014,Sampdoria, AS Roma,0,3
2014,Torino, Hellas Verona,3,1
2014,AS Roma, Bologna,1,0
2014,Hellas Verona, Livorno,3,2
2014,Atalanta, Udinese,1,1
2014,Cagliari, Inter Milan,1,1
2014,Catania, Chievo,0,2
2014,AC Milan, Sampdoria,2,0
2014,Torino, Juventus,0,1
2014,Sassuolo, Lazio Roma,2,3
2014,Fiorentina, Parma,2,2
2014,Genoa, Napoli,1,1
2014,Inter Milan, AS Roma,0,0
2014,Udinese, Cagliari,0,3
2014,Sampdoria, Torino,2,0
2014,Parma, Sassuolo,1,0
2014,Catania, Genoa,0,2
2014,Bologna, Hellas Verona,0,0
2014,Chievo, Atalanta,1,2
2014,Napoli, Livorno,1,1
2014,Juventus, AC Milan,2,0
2014,Lazio Roma, Fiorentina,1,0
2014,AC Milan, Udinese,0,1
2014,Cagliari, Catania,1,1
2014,Fiorentina, Juventus,0,1
2014,Sassuolo, Bologna,0,0
2014,Atalanta, Lazio Roma,1,0
2014,Torino, Inter Milan,0,1
2014,Hellas Verona, Parma,0,2
2014,Genoa, Chievo,1,2
2014,Livorno, Sampdoria,2,4
2014,AS Roma, Napoli,0,1
2014,Inter Milan, Hellas Verona,2,0
2014,Sampdoria, Atalanta,0,3
2014,Parma, AC Milan,4,2
2014,Lazio Roma, Cagliari,2,0
2014,Catania, Sassuolo,1,3
2014,Bologna, Livorno,1,2
2014,Chievo, Fiorentina,1,3
2014,Juventus, Genoa,1,0
2014,Napoli, Torino,1,0
2014,Udinese, AS Roma,2,3
2014,Livorno, Torino,1,3
2014,AS Roma, Chievo,2,0
2014,Genoa, Parma,1,1
2014,Sassuolo, Udinese,0,1
2014,Hellas Verona, Sampdoria,0,5
2014,Cagliari, Bologna,0,1
2014,Atalanta, Inter Milan,2,1
2014,Fiorentina, Napoli,1,0
2014,AC Milan, Lazio Roma,1,1
2014,Juventus, Catania,1,0
2014,Torino, AS Roma,1,2
2014,Livorno, Atalanta,0,2
2014,Sampdoria, Sassuolo,2,1
2014,Parma, Juventus,1,2
2014,AC Milan, Fiorentina,2,0
2014,Lazio Roma, Genoa,0,2
2014,Hellas Verona, Cagliari,0,1
2014,Bologna, Chievo,0,3
2014,Napoli, Catania,4,2
2014,Udinese, Inter Milan,0,0
2014,Atalanta, Bologna,2,0
2014,Chievo, AC Milan,0,3
2014,AS Roma, Sassuolo,2,0
2014,Parma, Lazio Roma,2,3
2014,Genoa, Hellas Verona,0,3
2014,Cagliari, Torino,1,2
2014,Fiorentina, Sampdoria,0,0
2014,Juventus, Napoli,0,2
2014,Catania, Udinese,0,1
